time	p1,0.278	p2,0.278	p1,0.64	p2,0.64
5510	2.37E+00	0.534851	0.240087	1.58E+00
5511	2.44E+00	0.553318	0.200728	1.58E+00
5512	2.46E+00	0.566249	0.171824	1.59E+00
5513	2.43E+00	0.57393	0.150762	1.62E+00
5514	2.35E+00	0.576849	0.135455	1.67E+00
5515	2.20E+00	0.575465	0.124314	1.73E+00
5516	1.98E+00	0.569998	0.116161	1.81E+00
5517	1.70E+00	0.560334	0.110124	1.89E+00
5518	1.38E+00	0.546248	0.105555	1.99E+00
5519	1.05E+00	0.528268	0.101972	2.08E+00
5520	0.758112	0.509025	0.0990174	2.17E+00
5521	0.536679	0.493701	0.0964391	2.25E+00
5522	0.390448	0.488187	0.0940749	2.31E+00
5523	0.302712	0.496636	0.0918502	2.35E+00
5524	0.253729	0.520949	0.0897762	2.35E+00
5525	0.229155	0.561751	0.087953	2.31E+00
5526	0.220338	0.619327	0.0865732	2.20E+00
5527	0.222402	0.694023	0.0859303	2.00E+00
5528	0.232619	0.786259	0.0864331	1.72E+00
5529	0.249403	0.896365	0.0886303	1.34E+00
5530	0.271727	1.02E+00	0.09324	0.911453
5531	0.298774	1.17E+00	0.10115	0.535924
5532	0.329715	1.33E+00	0.113297	0.293402
5533	0.363568	1.50E+00	0.13049	0.173081
5534	0.399119	1.68E+00	0.153441	0.120164
5535	0.434917	1.86E+00	0.18297	0.0982537
5536	0.469366	2.03E+00	0.22011	0.0913066
5537	0.500881	2.19E+00	0.266149	0.0928556
5538	0.528109	2.32E+00	0.322629	0.1003
5539	0.550118	2.41E+00	0.391326	0.112648
5540	0.5665	2.47E+00	0.474208	0.129633
5541	0.577344	2.48E+00	0.573359	0.151334
5542	0.583087	2.44E+00	0.690831	0.177985
5543	0.584301	2.34E+00	0.828423	0.209849
5544	0.581459	2.17E+00	0.987354	0.247097
5545	0.57474	1.94E+00	1.17E+00	0.289687
5546	0.563959	1.65E+00	1.37E+00	0.337226
5547	0.548877	1.32E+00	1.59E+00	0.388838
5548	0.530194	0.990859	1.81E+00	0.443075
5549	0.510923	0.708567	2.05E+00	0.497926
5550	0.496559	0.501271	2.27E+00	0.550997
5551	0.492895	0.367502	2.47E+00	0.59986
5552	0.503722	0.288501	2.65E+00	0.642515
5553	0.530654	0.24506	2.80E+00	0.677773
5554	0.574193	0.22395	2.91E+00	0.705405
5555	0.634595	0.217366	3.00E+00	0.725996
5556	0.712193	0.22094	3.05E+00	0.740617
5557	0.807379	0.232225	3.08E+00	0.750489
5558	0.920401	0.24978	3.08E+00	0.756737
5559	1.05E+00	0.272644	3.07E+00	0.760266
5560	1.20E+00	0.300023	3.03E+00	0.761718
5561	1.36E+00	0.331081	2.96E+00	0.761465
5562	1.53E+00	0.364814	2.87E+00	0.759592
5563	1.71E+00	0.399988	2.74E+00	0.755847
5564	1.89E+00	0.435147	2.56E+00	0.74954
5565	2.06E+00	0.468713	2.33E+00	0.73939
5566	2.21E+00	0.499159	2.05E+00	0.723427
5567	2.33E+00	0.525216	1.71E+00	0.699208
5568	2.41E+00	0.546051	1.35E+00	0.664897
5569	2.46E+00	0.561341	0.995853	0.621523
5570	2.45E+00	0.57122	0.70465	0.575059
5571	2.39E+00	0.576118	0.495812	0.535054
5572	2.27E+00	0.576534	0.362881	0.509806
5573	2.08E+00	0.572813	0.284791	0.503288
5574	1.83E+00	0.564982	0.241855	0.516074
5575	1.52E+00	0.552802	0.22092	0.547501
5576	1.19E+00	0.536324	0.214313	0.596957
5577	0.876566	0.517121	0.217762	0.66427
5578	0.622219	0.499362	0.228892	0.749643
5579	0.444928	0.488979	0.246325	0.853425
5580	0.33461	0.491073	0.269168	0.975807
5581	0.271103	0.50844	0.296695	1.12E+00
5582	0.237388	0.54211	0.328143	1.27E+00
5583	0.222572	0.592436	0.362563	1.45E+00
5584	0.22039	0.659717	0.398739	1.63E+00
5585	0.227347	0.744356	0.435165	1.82E+00
5586	0.241458	0.846751	0.470111	2.00E+00
5587	0.261509	0.967056	0.501782	2.18E+00
5588	0.286625	1.10E+00	0.528555	2.34E+00
5589	0.316004	1.26E+00	0.549219	2.47E+00
5590	0.348743	1.43E+00	0.563153	2.57E+00
5591	0.383733	1.60E+00	0.570383	2.63E+00
5592	0.41962	1.78E+00	0.571524	2.65E+00
5593	0.454855	1.96E+00	0.567657	2.62E+00
5594	0.487821	2.12E+00	0.560214	2.54E+00
5595	0.51704	2.27E+00	0.550902	2.38E+00
5596	0.541379	2.38E+00	0.541668	2.14E+00
5597	0.560201	2.45E+00	0.534684	1.80E+00
5598	0.573392	2.48E+00	0.532309	1.37E+00
5599	0.581263	2.46E+00	0.537158	0.896967
5600	0.584356	2.39E+00	0.552219	0.497995
5601	0.583215	2.25E+00	0.580541	0.257499
5602	0.578165	2.05E+00	0.62421	0.146203
5603	0.569169	1.78E+00	0.684081	0.0991218
5604	0.555937	1.46E+00	0.760472	0.0794374
5605	0.538594	1.13E+00	0.853553	0.0721907
5606	0.519015	0.821972	0.963313	0.071478
5607	0.50177	0.580858	1.09E+00	0.0747932
5608	0.492879	0.417165	1.23E+00	0.0809502
5609	0.497154	0.317168	1.38E+00	0.0892953
5610	0.517044	0.260407	1.55E+00	0.0993795
5611	0.553391	0.230904	1.71E+00	0.11081
5612	0.606491	0.218755	1.88E+00	0.123179
5613	0.676629	0.218339	2.03E+00	0.136046
5614	0.76419	0.226521	2.16E+00	0.148937
5615	0.869513	0.241511	2.25E+00	0.161382
5616	0.992644	0.262189	2.30E+00	0.172942
5617	1.13E+00	0.287718	2.30E+00	0.183228
5618	1.29E+00	0.317301	2.24E+00	0.191899
5619	1.46E+00	0.350019	2.12E+00	0.198621
5620	1.63E+00	0.384738	1.93E+00	0.203039
5621	1.81E+00	0.420093	1.69E+00	0.204817
5622	1.99E+00	0.454541	1.42E+00	0.203823
5623	2.14E+00	0.486508	1.14E+00	0.200504
5624	2.28E+00	0.514588	0.895489	0.196214
5625	2.38E+00	0.537744	0.701839	0.193078
5626	2.44E+00	0.555432	0.565902	0.19331
5627	2.46E+00	0.567605	0.479544	0.19856
5628	2.42E+00	0.57459	0.430801	0.209817
5629	2.33E+00	0.576883	0.409497	0.227673
5630	2.17E+00	0.574923	0.408655	0.252611
5631	1.95E+00	0.568883	0.423991	0.285162
5632	1.66E+00	0.55861	0.453044	0.325949
5633	1.33E+00	0.543916	0.494454	0.375663
5634	1.01E+00	0.52554	0.547447	0.434997
5635	0.722485	0.506487	0.61144	0.504539
5636	0.511984	0.492199	0.685737	0.584634
5637	0.37516	0.488443	0.769248	0.675214
5638	0.293938	0.499036	0.860233	0.775608
5639	0.24908	0.52563	0.956101	0.884363
5640	0.22712	0.568758	1.05E+00	0.999133
5641	0.220054	0.628702	1.15E+00	1.12E+00
5642	0.223387	0.705821	1.23E+00	1.23E+00
5643	0.2346	0.800538	1.31E+00	1.34E+00
5644	0.252213	0.913147	1.36E+00	1.45E+00
5645	0.275245	1.04E+00	1.39E+00	1.54E+00
5646	0.302889	1.19E+00	1.40E+00	1.61E+00
5647	0.334303	1.35E+00	1.37E+00	1.67E+00
5648	0.368473	1.53E+00	1.33E+00	1.71E+00
5649	0.404152	1.71E+00	1.25E+00	1.74E+00
5650	0.439862	1.89E+00	1.16E+00	1.75E+00
5651	0.473995	2.06E+00	1.04E+00	1.75E+00
5652	0.504986	2.21E+00	0.910513	1.73E+00
5653	0.531532	2.33E+00	0.776415	1.71E+00
5654	0.552768	2.42E+00	0.646052	1.67E+00
5655	0.568363	2.47E+00	0.527376	1.62E+00
5656	0.578463	2.48E+00	0.425868	1.58E+00
5657	0.583539	2.43E+00	0.343692	1.55E+00
5658	0.584163	2.32E+00	0.280045	1.52E+00
5659	0.580778	2.14E+00	0.232307	1.51E+00
5660	0.573508	1.90E+00	0.197245	1.52E+00
5661	0.562133	1.60E+00	0.171803	1.55E+00
5662	0.546465	1.27E+00	0.153456	1.60E+00
5663	0.527451	0.947766	0.140253	1.66E+00
5664	0.508496	0.674902	0.130734	1.74E+00
5665	0.495302	0.47855	0.12382	1.83E+00
5666	0.493486	0.353691	0.118702	1.93E+00
5667	0.506498	0.280683	0.114771	2.03E+00
5668	0.535724	0.241004	0.111562	2.14E+00
5669	0.581596	0.222288	0.108725	2.25E+00
5670	0.644371	0.217326	0.106003	2.34E+00
5671	0.724396	0.222092	0.103232	2.42E+00
5672	0.822057	0.234321	0.100328	2.49E+00
5673	0.937562	0.252667	0.0972918	2.52E+00
5674	1.07E+00	0.276208	0.0942012	2.51E+00
5675	1.22E+00	0.304152	0.0912132	2.46E+00
5676	1.38E+00	0.335648	0.0885607	2.34E+00
5677	1.56E+00	0.369662	0.0865571	2.14E+00
5678	1.74E+00	0.404926	0.0856073	1.85E+00
5679	1.91E+00	0.439959	0.0862308	1.45E+00
5680	2.08E+00	0.473179	0.0890983	0.992939
5681	2.23E+00	0.503082	0.0950579	0.577477
5682	2.34E+00	0.528451	0.105037	0.304301
5683	2.42E+00	0.548522	0.119814	0.170658
5684	2.46E+00	0.563043	0.140019	0.113613
5685	2.45E+00	0.572199	0.166351	0.0903401
5686	2.38E+00	0.576445	0.199725	0.0825681
5687	2.25E+00	0.576271	0.241309	0.083208
5688	2.05E+00	0.571984	0.292529	0.089486
5689	1.79E+00	0.563565	0.355061	0.100356
5690	1.48E+00	0.550763	0.430796	0.115533
5691	1.14E+00	0.533758	0.521789	0.135093
5692	0.836705	0.514445	0.630144	0.159288
5693	0.592835	0.497352	0.75784	0.188427
5694	0.425943	0.488453	0.906451	0.222774
5695	0.323389	0.492565	1.08E+00	0.262435
5696	0.264922	0.512171	1.27E+00	0.307235
5697	0.234373	0.54815	1.48E+00	0.356581
5698	0.221617	0.600823	1.70E+00	0.409343
5699	0.220876	0.670502	1.94E+00	0.463813
5700	0.228928	0.757599	2.16E+00	0.517782
5701	0.24393	0.862493	2.38E+00	0.568808
5702	0.264736	0.985282	2.58E+00	0.614635
5703	0.290496	1.13E+00	2.74E+00	0.653635
5704	0.320402	1.28E+00	2.87E+00	0.685097
5705	0.353528	1.45E+00	2.97E+00	0.709224
5706	0.388729	1.63E+00	3.04E+00	0.726879
5707	0.424621	1.81E+00	3.08E+00	0.739237
5708	0.459634	1.98E+00	3.10E+00	0.747487
5709	0.49216	2.15E+00	3.09E+00	0.75265
5710	0.520755	2.28E+00	3.07E+00	0.755504
5711	0.54435	2.39E+00	3.02E+00	0.756567
5712	0.562381	2.46E+00	2.95E+00	0.756091
5713	0.574804	2.48E+00	2.84E+00	0.754041
5714	0.581973	2.45E+00	2.70E+00	0.750028
5715	0.584446	2.37E+00	2.51E+00	0.743183
5716	0.582748	2.23E+00	2.26E+00	0.732006
5717	0.577159	2.01E+00	1.95E+00	0.71431
5718	0.567592	1.74E+00	1.60E+00	0.687637
5719	0.553754	1.42E+00	1.24E+00	0.650701
5720	0.535928	1.08E+00	0.898781	0.60589
5721	0.516347	0.783544	0.631037	0.560648
5722	0.499913	0.553359	0.44692	0.524732
5723	0.492634	0.39978	0.333154	0.505267
5724	0.499002	0.307043	0.267705	0.504979
5725	0.521173	0.254918	0.232681	0.523867
5726	0.559859	0.228325	0.216801	0.561209
5727	0.615331	0.218086	0.213633	0.616534
5728	0.687892	0.219023	0.219616	0.689821
5729	0.777931	0.228247	0.232753	0.781367
5730	0.885763	0.244091	0.25186	0.891528
5731	1.01E+00	0.265495	0.27612	1.02E+00
5732	1.15E+00	0.291642	0.30481	1.17E+00
5733	1.31E+00	0.321722	0.337118	1.33E+00
5734	1.48E+00	0.354792	0.372013	1.51E+00
5735	1.66E+00	0.389685	0.408179	1.70E+00
5736	1.84E+00	0.425005	0.444015	1.89E+00
5737	2.01E+00	0.459195	0.477738	2.07E+00
5738	2.17E+00	0.490691	0.50756	2.25E+00
5739	2.30E+00	0.518129	0.531939	2.40E+00
5740	2.39E+00	0.540535	0.5498	2.53E+00
5741	2.45E+00	0.55744	0.560679	2.62E+00
5742	2.46E+00	0.568856	0.564728	2.68E+00
5743	2.41E+00	0.575149	0.562629	2.70E+00
5744	2.31E+00	0.576822	0.555454	2.68E+00
5745	2.14E+00	0.574286	0.544559	2.60E+00
5746	1.91E+00	0.567669	0.531523	2.46E+00
5747	1.62E+00	0.556779	0.518128	2.23E+00
5748	1.29E+00	0.541485	0.50636	1.92E+00
5749	0.963005	0.522768	0.498408	1.50E+00
5750	0.688114	0.504021	0.496721	1.03E+00
5751	0.488599	0.490896	0.50418	0.595122
5752	0.360863	0.488986	0.523984	0.308712
5753	0.285813	0.501769	0.558618	0.168626
5754	0.244846	0.530668	0.609229	0.108825
5755	0.225364	0.576143	0.676266	0.0837705
5756	0.219975	0.638477	0.760081	0.0740597
5757	0.224538	0.718044	0.861013	0.0721091
5758	0.236726	0.815263	0.979196	0.0747938
5759	0.255155	0.930391	1.11E+00	0.0806996
5760	0.278885	1.06E+00	1.27E+00	0.0890989
5761	0.307115	1.21E+00	1.43E+00	0.0995341
5762	0.338985	1.38E+00	1.60E+00	0.111628
5763	0.373451	1.55E+00	1.78E+00	0.124992
5764	0.409231	1.73E+00	1.95E+00	0.139181
5765	0.44482	1.91E+00	2.11E+00	0.153697
5766	0.478605	2.08E+00	2.24E+00	0.168004
5767	0.509044	2.23E+00	2.34E+00	0.181585
5768	0.534885	2.35E+00	2.39E+00	0.193972
5769	0.555337	2.43E+00	2.38E+00	0.204775
5770	0.570142	2.48E+00	2.32E+00	0.213659
5771	0.579503	2.47E+00	2.18E+00	0.220287
5772	0.583918	2.41E+00	1.99E+00	0.224273
5773	0.583955	2.30E+00	1.73E+00	0.225209
5774	0.580023	2.11E+00	1.44E+00	0.222893
5775	0.572195	1.86E+00	1.14E+00	0.217795
5776	0.560216	1.56E+00	0.87982	0.211493
5777	0.543976	1.23E+00	0.677923	0.206515
5778	0.524696	0.905444	0.538668	0.20544
5779	0.506172	0.642568	0.451756	0.2101
5780	0.494272	0.457105	0.403431	0.221491
5781	0.494383	0.340801	0.382553	0.240159
5782	0.509618	0.273456	0.381759	0.266546
5783	0.541163	0.237324	0.396658	0.301175
5784	0.589389	0.220881	0.424794	0.344689
5785	0.654559	0.217473	0.464849	0.397822
5786	0.737036	0.223395	0.516102	0.461316
5787	0.837195	0.23655	0.578036	0.535807
5788	0.955196	0.255674	0.650032	0.621667
5789	1.09E+00	0.27988	0.731088	0.718819
5790	1.24E+00	0.308376	0.819575	0.826523
5791	1.41E+00	0.340293	0.91303	0.943181
5792	1.58E+00	0.374563	1.01E+00	1.07E+00
5793	1.76E+00	0.409887	1.10E+00	1.19E+00
5794	1.94E+00	0.444762	1.18E+00	1.32E+00
5795	2.10E+00	0.477602	1.26E+00	1.43E+00
5796	2.24E+00	0.506933	1.31E+00	1.54E+00
5797	2.36E+00	0.531593	1.34E+00	1.64E+00
5798	2.43E+00	0.550889	1.35E+00	1.72E+00
5799	2.46E+00	0.564638	1.34E+00	1.78E+00
5800	2.44E+00	0.573076	1.30E+00	1.82E+00
5801	2.36E+00	0.576675	1.23E+00	1.85E+00
5802	2.22E+00	0.575913	1.14E+00	1.86E+00
5803	2.02E+00	0.571058	1.04E+00	1.86E+00
5804	1.75E+00	0.56204	0.915108	1.85E+00
5805	1.43E+00	0.548617	0.787991	1.82E+00
5806	1.10E+00	0.53112	0.661773	1.78E+00
5807	0.79787	0.511789	0.54412	1.73E+00
5808	0.564796	0.495489	0.440983	1.68E+00
5809	0.408094	0.488183	0.355504	1.64E+00
5810	0.312941	0.494375	0.287917	1.60E+00
5811	0.259231	0.516256	0.236357	1.58E+00
5812	0.231674	0.554571	0.197971	1.58E+00
5813	0.220881	0.609618	0.169807	1.59E+00
5814	0.22153	0.681724	0.149293	1.62E+00
5815	0.230649	0.771308	0.134384	1.67E+00
5816	0.246525	0.878728	0.12353	1.74E+00
5817	0.268075	1.00E+00	0.115581	1.82E+00
5818	0.294467	1.15E+00	0.109688	1.90E+00
5819	0.324885	1.30E+00	0.105217	1.99E+00
5820	0.358375	1.48E+00	0.101698	2.09E+00
5821	0.39376	1.65E+00	0.0987835	2.18E+00
5822	0.429623	1.83E+00	0.0962284	2.26E+00
5823	0.464379	2.01E+00	0.093878	2.32E+00
5824	0.496429	2.17E+00	0.0916648	2.35E+00
5825	0.524371	2.30E+00	0.0896072	2.35E+00
5826	0.547202	2.40E+00	0.0878128	2.30E+00
5827	0.564433	2.46E+00	0.0864819	2.18E+00
5828	0.576085	2.48E+00	0.0859173	1.98E+00
5829	0.582556	2.45E+00	0.0865387	1.69E+00
5830	0.584413	2.35E+00	0.0889067	1.30E+00
5831	0.582158	2.20E+00	0.0937556	0.876825
5832	0.576022	1.98E+00	0.101982	0.510231
5833	0.565869	1.70E+00	0.11452	0.279511
5834	0.551425	1.37E+00	0.132162	0.16681
5835	0.533156	1.04E+00	0.155625	0.117491
5836	0.513668	0.74641	0.185741	0.0972419
5837	0.498171	0.527303	0.223566	0.0911684
5838	0.492599	0.383527	0.270408	0.0932744
5839	0.50111	0.297662	0.327829	0.10115
5840	0.525583	0.249895	0.397623	0.113887
5841	0.566617	0.226047	0.481773	0.131258
5842	0.624474	0.217629	0.582365	0.15336
5843	0.69947	0.219872	0.70144	0.180436
5844	0.791998	0.230111	0.840764	0.212744
5845	0.902344	0.246795	1.00E+00	0.250442
5846	1.03E+00	0.268916	1.18E+00	0.293465
5847	1.18E+00	0.295669	1.39E+00	0.341385
5848	1.34E+00	0.326234	1.60E+00	0.393281
5849	1.51E+00	0.35964	1.83E+00	0.447656
5850	1.69E+00	0.394685	2.06E+00	0.502457
5851	1.86E+00	0.429946	2.29E+00	0.555271
5852	2.03E+00	0.463851	2.49E+00	0.60369
5853	2.19E+00	0.494854	2.67E+00	0.645766
5854	2.31E+00	0.521634	2.81E+00	0.680389
5855	2.40E+00	0.543284	2.92E+00	0.707407
5856	2.45E+00	0.559407	3.00E+00	0.727459
5857	2.46E+00	0.570075	3.05E+00	0.741641
5858	2.40E+00	0.575687	3.08E+00	0.751172
5859	2.29E+00	0.576747	3.08E+00	0.757163
5860	2.11E+00	0.573637	3.06E+00	0.760499
5861	1.87E+00	0.566435	3.02E+00	0.761799
5862	1.57E+00	0.554922	2.96E+00	0.761413
5863	1.24E+00	0.539043	2.86E+00	0.759398
5864	0.920522	0.520049	2.73E+00	0.755473
5865	0.655356	0.501718	2.55E+00	0.748904
5866	0.4667	0.489863	2.31E+00	0.738355
5867	0.347624	0.489861	2.02E+00	0.721801
5868	0.278356	0.504854	1.68E+00	0.696793
5869	0.241024	0.536062	1.32E+00	0.66163
5870	0.223871	0.583886	0.968963	0.6177
5871	0.220074	0.648615	0.684139	0.571387
5872	0.225819	0.730637	0.482171	0.532338
5873	0.238951	0.830365	0.35464	0.50855
5874	0.258173	0.948007	0.280126	0.503637
5875	0.282581	1.08E+00	0.239423	0.517996
5876	0.311376	1.23E+00	0.219906	0.550933
5877	0.343676	1.40E+00	0.214259	0.601868
5878	0.378407	1.58E+00	0.218416	0.670665
5879	0.414253	1.76E+00	0.23011	0.757549
5880	0.449684	1.93E+00	0.248021	0.862867
5881	0.483085	2.10E+00	0.271278	0.986784
5882	0.512943	2.25E+00	0.29916	1.13E+00
5883	0.538061	2.36E+00	0.330891	1.29E+00
5884	0.557724	2.44E+00	0.365506	1.46E+00
5885	0.571742	2.48E+00	0.401764	1.65E+00
5886	0.580374	2.47E+00	0.438134	1.83E+00
5887	0.584142	2.40E+00	0.472874	2.02E+00
5888	0.583605	2.27E+00	0.504197	2.19E+00
5889	0.579132	2.08E+00	0.530502	2.35E+00
5890	0.570743	1.82E+00	0.550624	2.48E+00
5891	0.558157	1.51E+00	0.563994	2.58E+00
5892	0.541368	1.18E+00	0.570691	2.64E+00
5893	0.521901	0.864244	0.571374	2.65E+00
5894	0.503934	0.611768	0.567157	2.62E+00
5895	0.493442	0.43701	0.559497	2.53E+00
5896	0.495546	0.32885	0.550123	2.37E+00
5897	0.513032	0.266822	0.541001	2.12E+00
5898	0.546906	0.234019	0.53432	1.77E+00
5899	0.597495	0.219724	0.532459	1.33E+00
5900	0.665073	0.217804	0.53806	0.858716
5901	0.750013	0.224843	0.554138	0.471304
5902	0.852677	0.238902	0.583698	0.244138
5903	0.973174	0.25879	0.628718	0.140488
5904	1.11E+00	0.283648	0.689981	0.0967146
5905	1.26E+00	0.312682	0.767782	0.0784661
5906	1.43E+00	0.345	0.862281	0.0719265
5907	1.61E+00	0.379504	0.973441	0.0716223
5908	1.79E+00	0.414861	1.10E+00	0.0752111
5909	1.96E+00	0.449547	1.24E+00	0.0815724
5910	2.12E+00	0.48198	1.40E+00	0.0900786
5911	2.26E+00	0.510716	1.56E+00	0.10029
5912	2.37E+00	0.534653	1.73E+00	0.111813
5913	2.44E+00	0.553171	1.89E+00	0.12424
5914	2.46E+00	0.566151	2.04E+00	0.137124
5915	2.43E+00	0.573878	2.17E+00	0.149993
5916	2.35E+00	0.576837	2.26E+00	0.162377
5917	2.20E+00	0.575491	2.31E+00	0.17384
5918	1.98E+00	0.570061	2.30E+00	0.184001
5919	1.71E+00	0.560437	2.24E+00	0.192517
5920	1.38E+00	0.546391	2.11E+00	0.199056
5921	1.05E+00	0.528437	1.92E+00	0.203261
5922	0.760604	0.509184	1.67E+00	0.204803
5923	0.538422	0.493791	1.39E+00	0.203584
5924	0.391533	0.488159	1.12E+00	0.200118
5925	0.303337	0.496462	0.876711	0.195839
5926	0.254062	0.520619	0.688062	0.192913
5927	0.229303	0.561261	0.556797	0.193521
5928	0.220364	0.618675	0.474121	0.199254
5929	0.22234	0.693203	0.428077	0.211054
5930	0.232489	0.785269	0.40875	0.229495
5931	0.249216	0.895202	0.409427	0.255059
5932	0.271492	1.02E+00	0.426013	0.288284
5933	0.298498	1.17E+00	0.456165	0.3298
5934	0.329408	1.33E+00	0.498594	0.380304
5935	0.36324	1.50E+00	0.552552	0.440481
5936	0.398782	1.68E+00	0.617461	0.510906
5937	0.434587	1.86E+00	0.692601	0.591896
5938	0.469058	2.03E+00	0.776834	0.683338
5939	0.50061	2.19E+00	0.868355	0.784501
5940	0.527885	2.32E+00	0.964495	0.89386
5941	0.549948	2.41E+00	1.06E+00	1.01E+00
5942	0.566386	2.47E+00	1.16E+00	1.13E+00
5943	0.577282	2.48E+00	1.24E+00	1.24E+00
5944	0.583072	2.44E+00	1.31E+00	1.35E+00
5945	0.584326	2.34E+00	1.36E+00	1.45E+00
5946	0.581522	2.17E+00	1.39E+00	1.54E+00
5947	0.57484	1.94E+00	1.40E+00	1.62E+00
5948	0.5641	1.65E+00	1.37E+00	1.67E+00
5949	0.549058	1.32E+00	1.32E+00	1.72E+00
5950	0.530396	0.993965	1.25E+00	1.74E+00
5951	0.511103	0.711023	1.15E+00	1.75E+00
5952	0.496655	0.502947	1.03E+00	1.75E+00
5953	0.492858	0.368529	0.899126	1.73E+00
5954	0.503527	0.289087	0.764992	1.70E+00
5955	0.530292	0.245369	0.635335	1.66E+00
5956	0.573661	0.224083	0.517954	1.62E+00
5957	0.633889	0.21738	0.418064	1.58E+00
5958	0.711311	0.220869	0.337542	1.54E+00
5959	0.806314	0.232086	0.27538	1.52E+00
5960	0.919153	0.249584	0.22886	1.51E+00
5961	1.05E+00	0.272401	0.194738	1.52E+00
5962	1.20E+00	0.29974	0.169998	1.55E+00
5963	1.36E+00	0.330768	0.152163	1.60E+00
5964	1.53E+00	0.364482	0.139328	1.67E+00
5965	1.71E+00	0.399651	0.130072	1.74E+00
5966	1.89E+00	0.43482	0.123341	1.84E+00
5967	2.06E+00	0.468413	0.118348	1.94E+00
5968	2.20E+00	0.498901	0.114496	2.04E+00
5969	2.33E+00	0.52501	0.111332	2.15E+00
5970	2.41E+00	0.545902	0.108513	2.25E+00
5971	2.46E+00	0.56125	0.105793	2.35E+00
5972	2.45E+00	0.571184	0.103012	2.43E+00
5973	2.39E+00	0.576131	0.100094	2.49E+00
5974	2.27E+00	0.576591	0.0970468	2.52E+00
5975	2.08E+00	0.572912	0.0939553	2.51E+00
5976	1.83E+00	0.565123	0.0909827	2.45E+00
5977	1.53E+00	0.552987	0.0883681	2.33E+00
5978	1.19E+00	0.536548	0.0864322	2.12E+00
5979	0.879414	0.517354	0.0855885	1.82E+00
5980	0.624351	0.499554	0.086367	1.41E+00
5981	0.446324	0.489069	0.089453	0.955333
5982	0.335444	0.491023	0.0957068	0.548701
5983	0.271568	0.508231	0.106052	0.288738
5984	0.237622	0.541739	0.12125	0.163821
5985	0.222654	0.591901	0.141928	0.110761
5986	0.220367	0.659015	0.168798	0.0892408
5987	0.227245	0.743482	0.202796	0.0823469
5988	0.241291	0.845702	0.245111	0.0835243
5989	0.261286	0.965832	0.29719	0.0902069
5990	0.286354	1.10E+00	0.360727	0.101437
5991	0.315693	1.26E+00	0.437631	0.116968
5992	0.348402	1.42E+00	0.529964	0.136898
5993	0.383373	1.60E+00	0.639829	0.161489
5994	0.419256	1.78E+00	0.769182	0.191048
5995	0.454501	1.96E+00	0.919551	0.225832
5996	0.487494	2.12E+00	1.09E+00	0.265928
5997	0.516753	2.26E+00	1.28E+00	0.311132
5998	0.541142	2.38E+00	1.50E+00	0.360811
5999	0.560018	2.45E+00	1.72E+00	0.41379
6000	0.573262	2.48E+00	1.95E+00	0.468311
6001	0.581182	2.46E+00	2.18E+00	0.522136
6002	0.584319	2.39E+00	2.40E+00	0.572819
6003	0.583219	2.25E+00	2.59E+00	0.618141
6004	0.578208	2.05E+00	2.75E+00	0.656541
6005	0.569254	1.78E+00	2.88E+00	0.687386
6006	0.556064	1.47E+00	2.98E+00	0.710947
6007	0.538755	1.13E+00	3.04E+00	0.728124
6008	0.519185	0.824495	3.08E+00	0.740104
6009	0.501896	0.58269	3.10E+00	0.748066
6010	0.492906	0.418338	3.09E+00	0.753015
6011	0.497051	0.317859	3.07E+00	0.755707
6012	0.516797	0.260788	3.02E+00	0.756639
6013	0.552997	0.23109	2.94E+00	0.75604
6014	0.605946	0.218814	2.83E+00	0.75385
6015	0.675932	0.218307	2.68E+00	0.749645
6016	0.763336	0.226421	2.49E+00	0.742513
6017	0.868501	0.241354	2.24E+00	0.730894
6018	0.991476	0.261984	1.93E+00	0.712555
6019	1.13E+00	0.287473	1.57E+00	0.685061
6020	1.29E+00	0.317023	1.21E+00	0.647325
6021	1.46E+00	0.349716	0.873985	0.602137
6022	1.63E+00	0.384423	0.612983	0.557292
6023	1.81E+00	0.419777	0.435332	0.522505
6024	1.99E+00	0.454239	0.326312	0.504549
6025	2.14E+00	0.486233	0.263912	0.505839
6026	2.28E+00	0.514351	0.230786	0.526254
6027	2.38E+00	0.537552	0.21613	0.56507
6028	2.44E+00	0.555289	0.21381	0.621852
6029	2.46E+00	0.567508	0.220433	0.696611
6030	2.42E+00	0.574535	0.234092	0.789661
6031	2.33E+00	0.576866	0.253644	0.901348
6032	2.17E+00	0.57494	0.278289	1.03E+00
6033	1.95E+00	0.568936	0.307304	1.18E+00
6034	1.66E+00	0.558701	0.339862	1.35E+00
6035	1.34E+00	0.544044	0.374911	1.52E+00
6036	1.01E+00	0.525689	0.41111	1.71E+00
6037	0.724785	0.50662	0.44684	1.90E+00
6038	0.513561	0.49226	0.480307	2.09E+00
6039	0.37613	0.488386	0.509737	2.26E+00
6040	0.294492	0.498836	0.533616	2.41E+00
6041	0.249371	0.525279	0.550916	2.54E+00
6042	0.227245	0.568253	0.561225	2.63E+00
6043	0.220067	0.62804	0.564743	2.69E+00
6044	0.22332	0.704997	0.562188	2.70E+00
6045	0.234469	0.799548	0.554659	2.67E+00
6046	0.252029	0.91199	0.543532	2.59E+00
6047	0.275016	1.04E+00	0.530404	2.44E+00
6048	0.302624	1.19E+00	0.517074	2.21E+00
6049	0.334009	1.35E+00	0.505544	1.89E+00
